id	text	aspect	polarity
961	the back garden sitting area is very pleasant where you can see their personal herb garden	ambience	1
962	will never be back	anecdotes miscellaneous	-1
963	the food was not fresh the sauces were bland and very oily	food	-1
964	the environment is romantic but the food is horrible the service is pathetic and gabriella lies about everything she could	food	-1
965	this is a great place to take out of towners and perfect for watching the sunset	ambience	1
966	to my right the hostess stood over a busboy and hissed rapido rapido as he tried to clear and re set a table for six	service	-1
967	nha trang while being notorious for utter lack of comfort and decor horribly slow wait staff and horribly quick meals is one of the best vietnamese restaurants i have ever been to the pho is delicious and comes with very fresh vegtables	ambience	-1
968	the tuna and wasabe potatoes are excellent	food	1
969	here to the fake fish tanks too	ambience	-1
970	i go twice a month	anecdotes miscellaneous	0
971	staff is very accomodating	service	1
972	minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other	ambience	1
973	the one vegetarian entree abby treasure was actually quite a surprise it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables	food	1
974	three strikes and this restaurant is out	anecdotes miscellaneous	-1
975	the space is a bit too small for live music so on jazz nights it can be loud and cramped	ambience	-1
976	it was not above ordinary and the beef version had cheap undercooked beef	food	-1
977	excellent dumplings served amid clean chic decor	ambience	1
978	raga stands out with an interesting fusion of french and indian cooking	food	1
979	for the most we have ever paid not even waving a magic wand will ever get us back for a repeat performance	price	-1
980	best italian food i ever had and being italian that means alot	food	1
981	the wine the service was very good too	service	1
982	this was on a tuesday night	anecdotes miscellaneous	0
983	dessert can not be missed so save room	food	1
984	the staff is very attentive and we can almost always get a table	service	1
985	as a long time patron of mamoun i always figured that i had found the best late night food spot in the city	anecdotes miscellaneous	1
986	i loved it	anecdotes miscellaneous	1
987	try the lasagnette appetizer	food	1
988	this little place has a cute interior decor and affordable city prices	price	1
989	the food arrived minutes after i called cold and soggy	food	-1
990	good drink	food	1
991	we usually just get some of the dinner specials and they are very reasonably priced and very tasty	food	1
992	i would highly recommend	anecdotes miscellaneous	1
993	deliveries often take up to an hour and the prices are higher than most other pizzerias in the area	price	-1
994	in fact it appears he is going to go postal at any moment	service	-1
995	other guests enjoyed pizza santa fe chopped salad and fish and chips	food	1
996	no pizza for me	anecdotes miscellaneous	-1
997	i would never wait for a table to eat it just is not that great	anecdotes miscellaneous	-1
998	we also ordered two hot dogs thinking they would be pretty good since there is a whole section on the menu devoted to them	food	0
999	we always get a sampling of appetizers and share	anecdotes miscellaneous	0
1000	everything is excellent the menu is quite extensive and you eat with a view on both sides of the city	food	1
1001	if you are in a big group this place is perfect because it recomends sharing they have lazy susans on most tables even families can feel comfortable here	ambience	1
1002	wow over beers to choose from	food	1
1003	the ingredients taste fresher the crust is thinner and crispier the slice is less oily and it is never burnt like it occasionally is at joe	food	1
1004	the sandwhiches are out of this world	food	1
1005	try the congee and the donut like deep fried dough they call ow ley soh a delicious and sweet tasting bread	food	1
1006	this tiny williamsburg spot is always pleasantly surprising	anecdotes miscellaneous	1
1007	recommended	anecdotes miscellaneous	1
1008	i look forward to eating here again	anecdotes miscellaneous	1
1009	they were very abrupt with me when i called and actually claimed the food was late because they were out of rice	service	-1
1010	the food was mediocre at best but it was the horrible service that made me vow never to go back	food	0
1011	the hostess and the waitress were incredibly rude and did everything they could to rush us out	service	-1
1012	its not curry in a slurry crap and regular run of the mill food	food	0
